,Voltage,Temperature,Power
2021-09-28 00:30:00+03:00,0.0,15.438,0.0
2021-09-28 00:40:00+03:00,0.0,14.388,0.0
2021-09-28 00:50:00+03:00,0.0,13.831,0.0
2021-09-28 01:00:00+03:00,0.0,13.308,0.0
2021-09-28 01:10:00+03:00,0.0,13.388,0.0
2021-09-28 01:20:00+03:00,0.0,13.492,0.0
2021-09-28 01:30:00+03:00,0.0,13.693,0.0
2021-09-28 01:40:00+03:00,0.0,14.948,0.0
2021-09-28 01:50:00+03:00,0.0,15.464,0.0
2021-09-28 02:00:00+03:00,0.0,15.629,0.0
2021-09-28 02:10:00+03:00,0.0,15.901,0.0
2021-09-28 02:20:00+03:00,0.0,15.918,0.0
2021-09-28 02:30:00+03:00,0.0,15.896,0.0
2021-09-28 02:40:00+03:00,0.0,15.998,0.0
2021-09-28 02:50:00+03:00,0.0,15.97,0.0
2021-09-28 03:00:00+03:00,0.0,15.641,0.0
2021-09-28 03:10:00+03:00,0.0,15.476,0.0
2021-09-28 03:20:00+03:00,0.0,14.879,0.0
2021-09-28 03:30:00+03:00,0.0,14.789,0.0
2021-09-28 03:40:00+03:00,0.0,14.686,0.0
2021-09-28 03:50:00+03:00,0.0,14.398,0.0
2021-09-28 04:00:00+03:00,0.0,14.088,0.0
2021-09-28 04:10:00+03:00,0.0,14.064,0.0
2021-09-28 04:20:00+03:00,0.0,14.027,0.0
2021-09-28 04:30:00+03:00,0.0,14.023,0.0
2021-09-28 04:40:00+03:00,0.0,14.046,0.0
2021-09-28 04:50:00+03:00,0.0,14.148,0.0
2021-09-28 05:00:00+03:00,0.0,14.108,0.0
2021-09-28 05:10:00+03:00,0.0,14.13,0.0
2021-09-28 05:20:00+03:00,0.0,13.948,0.0
2021-09-28 05:30:00+03:00,0.0,13.416,0.0
2021-09-28 05:40:00+03:00,0.0,13.306,0.0
2021-09-28 05:50:00+03:00,0.0,13.279,0.0
2021-09-28 06:00:00+03:00,0.0,13.192,0.0
2021-09-28 06:10:00+03:00,0.0,12.754,0.0
2021-09-28 06:20:00+03:00,0.0,12.526,0.0
2021-09-28 06:30:00+03:00,0.0,12.346,0.0
2021-09-28 06:40:00+03:00,0.0,12.12,0.0
2021-09-28 06:50:00+03:00,0.0,11.79,0.0
2021-09-28 07:00:00+03:00,0.0,11.531,0.0
2021-09-28 07:10:00+03:00,0.03,11.501,0.0
2021-09-28 07:20:00+03:00,0.11,11.98,0.0
2021-09-28 07:30:00+03:00,0.27,12.559,0.002
2021-09-28 07:40:00+03:00,0.55,12.841,0.01
2021-09-28 07:50:00+03:00,0.87,13.049,0.025
2021-09-28 08:00:00+03:00,1.66,13.541,0.092
2021-09-28 08:10:00+03:00,2.08,14.454,0.144
2021-09-28 08:20:00+03:00,2.34,14.803,0.183
2021-09-28 08:30:00+03:00,2.68,15.293,0.239
2021-09-28 08:40:00+03:00,3.07,16.668,0.314
2021-09-28 08:50:00+03:00,2.76,17.254,0.254
2021-09-28 09:00:00+03:00,2.24,17.07,0.167
2021-09-28 09:10:00+03:00,2.24,16.756,0.167
2021-09-28 09:20:00+03:00,1.91,16.261,0.122
2021-09-28 09:30:00+03:00,1.78,16.041,0.106
2021-09-28 09:40:00+03:00,1.44,15.974,0.069
2021-09-28 09:50:00+03:00,1.14,15.461,0.043
2021-09-28 10:00:00+03:00,1.1,15.297,0.04
2021-09-28 10:10:00+03:00,1.39,15.172,0.064
2021-09-28 10:20:00+03:00,1.54,15.36,0.079
2021-09-28 10:30:00+03:00,2.72,15.852,0.247
2021-09-28 10:40:00+03:00,4.59,17.093,0.702
2021-09-28 10:50:00+03:00,5.38,18.202,0.965
2021-09-28 11:00:00+03:00,6.53,19.848,1.421
2021-09-28 11:10:00+03:00,6.21,20.162,1.285
2021-09-28 11:20:00+03:00,6.08,19.582,1.232
2021-09-28 11:30:00+03:00,6.76,19.92,1.523
2021-09-28 11:40:00+03:00,8.28,21.858,2.285
2021-09-28 11:50:00+03:00,9.59,22.978,3.066
2021-09-28 12:00:00+03:00,9.16,23.399,2.797
2021-09-28 12:10:00+03:00,10.47,22.754,3.654
2021-09-28 12:20:00+03:00,12.23,23.448,4.986
2021-09-28 12:30:00+03:00,11.42,23.523,4.347
2021-09-28 12:40:00+03:00,10.51,24.374,3.682
2021-09-28 12:50:00+03:00,8.63,23.029,2.483
2021-09-28 13:00:00+03:00,8.6,22.2,2.465
2021-09-28 13:10:00+03:00,9.12,22.28,2.772
2021-09-28 13:20:00+03:00,10.86,24.61,3.931
2021-09-28 13:30:00+03:00,7.77,25.342,2.012
2021-09-28 13:40:00+03:00,6.59,22.718,1.448
2021-09-28 13:50:00+03:00,8.4,22.844,2.352
2021-09-28 14:00:00+03:00,12.56,25.402,5.258
2021-09-28 14:10:00+03:00,15.2,25.529,7.701
2021-09-28 14:20:00+03:00,18.2,29.893,11.041
2021-09-28 14:30:00+03:00,15.52,29.181,8.029
2021-09-28 14:40:00+03:00,14.63,28.876,7.135
2021-09-28 14:50:00+03:00,12.29,28.04,5.035
2021-09-28 15:00:00+03:00,11.42,26.263,4.347
2021-09-28 15:10:00+03:00,10.53,26.269,3.696
2021-09-28 15:20:00+03:00,8.98,24.694,2.688
2021-09-28 15:30:00+03:00,7.05,24.02,1.657
2021-09-28 15:40:00+03:00,6.13,23.78,1.253
2021-09-28 15:50:00+03:00,6.26,23.489,1.306
2021-09-28 16:00:00+03:00,6.46,23.916,1.391
2021-09-28 16:10:00+03:00,6.55,23.472,1.43
2021-09-28 16:20:00+03:00,4.78,23.092,0.762
2021-09-28 16:30:00+03:00,3.7,22.308,0.456
2021-09-28 16:40:00+03:00,2.73,20.974,0.248
2021-09-28 16:50:00+03:00,2.5,20.543,0.208
2021-09-28 17:00:00+03:00,2.31,20.446,0.178
2021-09-28 17:10:00+03:00,1.44,20.324,0.069
2021-09-28 17:20:00+03:00,1.11,19.84,0.041
2021-09-28 17:30:00+03:00,0.96,19.449,0.031
2021-09-28 17:40:00+03:00,0.44,18.83,0.006
2021-09-28 17:50:00+03:00,0.46,18.38,0.007
2021-09-28 18:00:00+03:00,0.52,17.191,0.009
2021-09-28 18:10:00+03:00,0.61,16.672,0.012
2021-09-28 18:20:00+03:00,0.57,16.291,0.011
2021-09-28 18:30:00+03:00,0.33,15.856,0.004
2021-09-28 18:40:00+03:00,0.22,15.716,0.002
2021-09-28 18:50:00+03:00,0.09,15.537,0.0
2021-09-28 19:00:00+03:00,0.06,15.396,0.0
2021-09-28 19:10:00+03:00,0.02,15.387,0.0
2021-09-28 19:20:00+03:00,0.0,15.373,0.0
2021-09-28 19:30:00+03:00,0.0,15.297,0.0
2021-09-28 19:40:00+03:00,0.0,15.27,0.0
2021-09-28 19:50:00+03:00,0.0,15.381,0.0
2021-09-28 20:00:00+03:00,0.0,15.407,0.0
2021-09-28 20:10:00+03:00,0.0,15.372,0.0
2021-09-28 20:20:00+03:00,0.0,15.466,0.0
2021-09-28 20:30:00+03:00,0.0,15.466,0.0
2021-09-28 20:40:00+03:00,0.0,15.349,0.0
2021-09-28 20:50:00+03:00,0.0,15.421,0.0
2021-09-28 21:00:00+03:00,0.0,15.397,0.0
2021-09-28 21:10:00+03:00,0.0,15.34,0.0
2021-09-28 21:20:00+03:00,0.0,15.391,0.0
2021-09-28 21:30:00+03:00,0.0,15.444,0.0
2021-09-28 21:40:00+03:00,0.0,15.428,0.0
2021-09-28 21:50:00+03:00,0.0,15.454,0.0
2021-09-28 22:00:00+03:00,0.0,15.504,0.0
2021-09-28 22:10:00+03:00,0.0,15.509,0.0
2021-09-28 22:20:00+03:00,0.0,15.429,0.0
2021-09-28 22:30:00+03:00,0.0,15.371,0.0
2021-09-28 22:40:00+03:00,0.0,15.477,0.0
2021-09-28 22:50:00+03:00,0.0,15.481,0.0
2021-09-28 23:00:00+03:00,0.0,15.477,0.0
2021-09-28 23:10:00+03:00,0.0,15.406,0.0
2021-09-28 23:20:00+03:00,0.0,15.339,0.0
2021-09-28 23:30:00+03:00,0.0,15.272,0.0
2021-09-28 23:40:00+03:00,0.0,15.289,0.0
2021-09-28 23:50:00+03:00,0.0,15.276,0.0
2021-09-29 00:00:00+03:00,0.0,15.292,0.0
2021-09-29 00:10:00+03:00,0.0,15.277,0.0
2021-09-29 00:20:00+03:00,0.0,15.216,0.0
2021-09-29 00:30:00+03:00,0.0,15.15,0.0
2021-09-29 00:40:00+03:00,0.0,15.044,0.0
2021-09-29 00:50:00+03:00,0.0,14.957,0.0
2021-09-29 01:00:00+03:00,0.0,14.884,0.0
2021-09-29 01:10:00+03:00,0.0,14.862,0.0
2021-09-29 01:20:00+03:00,0.0,14.653,0.0
2021-09-29 01:30:00+03:00,0.0,14.097,0.0
2021-09-29 01:40:00+03:00,0.0,13.768,0.0
2021-09-29 01:50:00+03:00,0.0,13.713,0.0
2021-09-29 02:00:00+03:00,0.0,13.759,0.0
2021-09-29 02:10:00+03:00,0.0,13.801,0.0
2021-09-29 02:20:00+03:00,0.0,13.541,0.0
2021-09-29 02:30:00+03:00,0.0,13.361,0.0
2021-09-29 02:40:00+03:00,0.0,13.268,0.0
2021-09-29 02:50:00+03:00,0.0,13.241,0.0
2021-09-29 03:00:00+03:00,0.0,13.212,0.0
2021-09-29 03:10:00+03:00,0.0,13.17,0.0
2021-09-29 03:20:00+03:00,0.0,13.113,0.0
2021-09-29 03:30:00+03:00,0.0,13.093,0.0
2021-09-29 03:40:00+03:00,0.0,13.064,0.0
2021-09-29 03:50:00+03:00,0.0,13.051,0.0
2021-09-29 04:00:00+03:00,0.0,13.017,0.0
2021-09-29 04:10:00+03:00,0.0,12.983,0.0
2021-09-29 04:20:00+03:00,0.0,12.966,0.0
2021-09-29 04:30:00+03:00,0.0,13.038,0.0
2021-09-29 04:40:00+03:00,0.0,13.091,0.0
2021-09-29 04:50:00+03:00,0.0,13.074,0.0
2021-09-29 05:00:00+03:00,0.0,13.038,0.0
2021-09-29 05:10:00+03:00,0.0,12.978,0.0
2021-09-29 05:20:00+03:00,0.0,12.972,0.0
2021-09-29 05:30:00+03:00,0.0,12.969,0.0
2021-09-29 05:40:00+03:00,0.0,12.987,0.0
2021-09-29 05:50:00+03:00,0.0,12.972,0.0
2021-09-29 06:00:00+03:00,0.0,12.96,0.0
2021-09-29 06:10:00+03:00,0.0,12.951,0.0
2021-09-29 06:20:00+03:00,0.0,12.976,0.0
2021-09-29 06:30:00+03:00,0.0,13.042,0.0
2021-09-29 06:40:00+03:00,0.0,13.088,0.0
2021-09-29 06:50:00+03:00,0.0,13.071,0.0
2021-09-29 07:00:00+03:00,0.0,12.99,0.0
2021-09-29 07:10:00+03:00,0.0,12.884,0.0
2021-09-29 07:20:00+03:00,0.01,12.788,0.0
2021-09-29 07:30:00+03:00,0.03,12.671,0.0
2021-09-29 07:40:00+03:00,0.06,12.616,0.0
2021-09-29 07:50:00+03:00,0.13,12.702,0.001
2021-09-29 08:00:00+03:00,0.23,12.692,0.002
2021-09-29 08:10:00+03:00,0.31,12.743,0.003
2021-09-29 08:20:00+03:00,0.36,12.841,0.004
2021-09-29 08:30:00+03:00,0.57,13.02,0.011
2021-09-29 08:40:00+03:00,0.69,13.201,0.016
2021-09-29 08:50:00+03:00,0.69,13.203,0.016
2021-09-29 09:00:00+03:00,0.93,13.423,0.029
2021-09-29 09:10:00+03:00,1.23,13.551,0.05
2021-09-29 09:20:00+03:00,1.37,13.912,0.063
2021-09-29 09:30:00+03:00,1.28,14.017,0.055
2021-09-29 09:40:00+03:00,1.22,14.141,0.05
2021-09-29 09:50:00+03:00,1.12,14.174,0.042
2021-09-29 10:00:00+03:00,1.39,14.383,0.064
2021-09-29 10:10:00+03:00,1.61,14.74,0.086
2021-09-29 10:20:00+03:00,2.16,15.064,0.156
2021-09-29 10:30:00+03:00,2.78,15.504,0.258
2021-09-29 10:40:00+03:00,2.63,16.161,0.231
2021-09-29 10:50:00+03:00,3.04,15.898,0.308
2021-09-29 11:00:00+03:00,3.29,16.112,0.361
2021-09-29 11:10:00+03:00,3.06,16.177,0.312
2021-09-29 11:20:00+03:00,3.34,16.323,0.372
2021-09-29 11:30:00+03:00,3.3,16.349,0.363
2021-09-29 11:40:00+03:00,3.07,16.379,0.314
2021-09-29 11:50:00+03:00,2.96,16.166,0.292
2021-09-29 12:00:00+03:00,2.15,15.841,0.154
2021-09-29 12:10:00+03:00,2.8,15.944,0.261
2021-09-29 12:20:00+03:00,3.24,16.303,0.35
2021-09-29 12:30:00+03:00,3.33,16.627,0.37
2021-09-29 12:40:00+03:00,3.11,16.91,0.322
2021-09-29 12:50:00+03:00,2.57,16.536,0.22
2021-09-29 13:00:00+03:00,3.02,15.953,0.304
2021-09-29 13:10:00+03:00,3.19,15.184,0.339
2021-09-29 13:20:00+03:00,3.15,14.702,0.331
2021-09-29 13:30:00+03:00,3.42,14.77,0.39
2021-09-29 13:40:00+03:00,3.4,15.181,0.385
2021-09-29 13:50:00+03:00,3.42,15.494,0.39
2021-09-29 14:00:00+03:00,3.87,15.937,0.499
2021-09-29 14:10:00+03:00,5.39,16.704,0.968
2021-09-29 14:20:00+03:00,5.62,17.729,1.053
2021-09-29 14:30:00+03:00,6.11,18.933,1.244
2021-09-29 14:40:00+03:00,5.73,19.256,1.094
2021-09-29 14:50:00+03:00,5.56,18.619,1.03
2021-09-29 15:00:00+03:00,6.04,19.194,1.216
2021-09-29 15:10:00+03:00,6.93,20.249,1.601
2021-09-29 15:20:00+03:00,6.75,20.323,1.519
2021-09-29 15:30:00+03:00,5.72,19.884,1.091
2021-09-29 15:40:00+03:00,4.16,19.51,0.577
2021-09-29 15:50:00+03:00,3.24,18.478,0.35
2021-09-29 16:00:00+03:00,2.45,17.336,0.2
2021-09-29 16:10:00+03:00,2.92,17.086,0.284
2021-09-29 16:20:00+03:00,5.45,18.394,0.99
2021-09-29 16:30:00+03:00,3.98,19.1,0.528
2021-09-29 16:40:00+03:00,1.87,17.967,0.117
2021-09-29 16:50:00+03:00,1.27,16.878,0.054
2021-09-29 17:00:00+03:00,1.55,16.414,0.08
2021-09-29 17:10:00+03:00,1.71,16.674,0.097
2021-09-29 17:20:00+03:00,1.73,16.88,0.1
2021-09-29 17:30:00+03:00,1.59,16.954,0.084
2021-09-29 17:40:00+03:00,1.4,16.818,0.065
2021-09-29 17:50:00+03:00,1.58,16.779,0.083
2021-09-29 18:00:00+03:00,1.58,16.737,0.083
2021-09-29 18:10:00+03:00,0.89,16.178,0.026
2021-09-29 18:20:00+03:00,0.51,15.677,0.009
2021-09-29 18:30:00+03:00,0.42,15.333,0.006
2021-09-29 18:40:00+03:00,0.45,15.157,0.007
2021-09-29 18:50:00+03:00,0.35,15.012,0.004
2021-09-29 19:00:00+03:00,0.19,14.763,0.001
2021-09-29 19:10:00+03:00,0.06,14.397,0.0
2021-09-29 19:20:00+03:00,0.02,14.111,0.0
2021-09-29 19:30:00+03:00,0.0,13.891,0.0
2021-09-29 19:40:00+03:00,0.0,13.711,0.0
2021-09-29 19:50:00+03:00,0.0,13.771,0.0
2021-09-29 20:00:00+03:00,0.0,13.917,0.0
2021-09-29 20:10:00+03:00,0.0,13.897,0.0
2021-09-29 20:20:00+03:00,0.0,13.923,0.0
2021-09-29 20:30:00+03:00,0.0,13.976,0.0
2021-09-29 20:40:00+03:00,0.0,13.871,0.0
2021-09-29 20:50:00+03:00,0.0,13.802,0.0
2021-09-29 21:00:00+03:00,0.0,13.837,0.0
2021-09-29 21:10:00+03:00,0.0,13.884,0.0
2021-09-29 21:20:00+03:00,0.0,13.761,0.0
2021-09-29 21:30:00+03:00,0.0,13.753,0.0
2021-09-29 21:40:00+03:00,0.0,13.798,0.0
2021-09-29 21:50:00+03:00,0.0,13.813,0.0
2021-09-29 22:00:00+03:00,0.0,13.753,0.0
2021-09-29 22:10:00+03:00,0.0,13.742,0.0
2021-09-29 22:20:00+03:00,0.0,13.739,0.0
2021-09-29 22:30:00+03:00,0.0,13.734,0.0
2021-09-29 22:40:00+03:00,0.0,13.683,0.0
2021-09-29 22:50:00+03:00,0.0,13.681,0.0
2021-09-29 23:00:00+03:00,0.0,13.553,0.0
2021-09-29 23:10:00+03:00,0.0,13.649,0.0
2021-09-29 23:20:00+03:00,0.0,13.689,0.0
2021-09-29 23:30:00+03:00,0.0,13.667,0.0
2021-09-29 23:40:00+03:00,0.0,13.594,0.0
2021-09-29 23:50:00+03:00,0.0,13.637,0.0
2021-09-30 00:00:00+03:00,0.0,13.6,0.0
2021-09-30 00:10:00+03:00,0.0,13.432,0.0
2021-09-30 00:20:00+03:00,0.0,13.386,0.0
2021-09-30 00:30:00+03:00,0.0,13.354,0.0
2021-09-30 00:40:00+03:00,0.0,13.33,0.0
2021-09-30 00:50:00+03:00,0.0,13.254,0.0
2021-09-30 01:00:00+03:00,0.0,13.281,0.0
2021-09-30 01:10:00+03:00,0.0,13.339,0.0
2021-09-30 01:20:00+03:00,0.0,13.369,0.0
2021-09-30 01:30:00+03:00,0.0,13.379,0.0
2021-09-30 01:40:00+03:00,0.0,13.469,0.0
2021-09-30 01:50:00+03:00,0.0,13.579,0.0
2021-09-30 02:00:00+03:00,0.0,13.517,0.0
2021-09-30 02:10:00+03:00,0.0,13.334,0.0
2021-09-30 02:20:00+03:00,0.0,13.199,0.0
2021-09-30 02:30:00+03:00,0.0,13.134,0.0
2021-09-30 02:40:00+03:00,0.0,13.06,0.0
2021-09-30 02:50:00+03:00,0.0,12.996,0.0
2021-09-30 03:00:00+03:00,0.0,13.066,0.0
2021-09-30 03:10:00+03:00,0.0,13.068,0.0
2021-09-30 03:20:00+03:00,0.0,13.011,0.0
2021-09-30 03:30:00+03:00,0.0,12.952,0.0
2021-09-30 03:40:00+03:00,0.0,12.99,0.0
2021-09-30 03:50:00+03:00,0.0,13.0,0.0
2021-09-30 04:00:00+03:00,0.0,12.969,0.0
2021-09-30 04:10:00+03:00,0.0,12.98,0.0
2021-09-30 04:20:00+03:00,0.0,12.949,0.0
2021-09-30 04:30:00+03:00,0.0,12.966,0.0
2021-09-30 04:40:00+03:00,0.0,12.899,0.0
2021-09-30 04:50:00+03:00,0.0,12.873,0.0
2021-09-30 05:00:00+03:00,0.0,12.838,0.0
2021-09-30 05:10:00+03:00,0.0,12.869,0.0
2021-09-30 05:20:00+03:00,0.0,12.876,0.0
2021-09-30 05:30:00+03:00,0.0,12.961,0.0
2021-09-30 05:40:00+03:00,0.0,13.056,0.0
2021-09-30 05:50:00+03:00,0.0,13.041,0.0
2021-09-30 06:00:00+03:00,0.0,13.069,0.0
2021-09-30 06:10:00+03:00,0.0,13.131,0.0
2021-09-30 06:20:00+03:00,0.0,13.136,0.0
2021-09-30 06:30:00+03:00,0.0,13.123,0.0
2021-09-30 06:40:00+03:00,0.0,13.096,0.0
2021-09-30 06:50:00+03:00,0.0,13.059,0.0
2021-09-30 07:00:00+03:00,0.0,13.03,0.0
2021-09-30 07:10:00+03:00,0.01,13.009,0.0
2021-09-30 07:20:00+03:00,0.05,13.013,0.0
2021-09-30 07:30:00+03:00,0.13,13.041,0.001
2021-09-30 07:40:00+03:00,0.25,13.067,0.002
2021-09-30 07:50:00+03:00,0.3,13.114,0.003
2021-09-30 08:00:00+03:00,0.43,13.203,0.006
2021-09-30 08:10:00+03:00,0.63,13.357,0.013
2021-09-30 08:20:00+03:00,0.75,13.62,0.019
2021-09-30 08:30:00+03:00,0.84,13.857,0.024
2021-09-30 08:40:00+03:00,0.96,14.09,0.031
2021-09-30 08:50:00+03:00,1.13,14.199,0.043
2021-09-30 09:00:00+03:00,1.32,14.424,0.058
2021-09-30 09:10:00+03:00,1.61,14.747,0.086
2021-09-30 09:20:00+03:00,2.34,15.141,0.183
2021-09-30 09:30:00+03:00,3.09,16.161,0.318
2021-09-30 09:40:00+03:00,3.93,17.469,0.515
2021-09-30 09:50:00+03:00,4.74,18.523,0.749
2021-09-30 10:00:00+03:00,5.83,19.362,1.133
2021-09-30 10:10:00+03:00,14.1,22.879,6.627
2021-09-30 10:20:00+03:00,17.13,27.14,9.781
2021-09-30 10:30:00+03:00,18.62,26.379,11.557
2021-09-30 10:40:00+03:00,19.48,26.896,12.649
2021-09-30 10:50:00+03:00,16.6,24.34,9.185
2021-09-30 11:00:00+03:00,16.02,23.022,8.555
2021-09-30 11:10:00+03:00,17.19,23.936,9.85
2021-09-30 11:20:00+03:00,18.6,25.452,11.532
2021-09-30 11:30:00+03:00,18.28,25.628,11.139
2021-09-30 11:40:00+03:00,19.29,27.684,12.403
2021-09-30 11:50:00+03:00,16.82,26.339,9.43
2021-09-30 12:00:00+03:00,17.47,26.494,10.173
2021-09-30 12:10:00+03:00,11.66,24.186,4.532
2021-09-30 12:20:00+03:00,13.72,25.591,6.275
2021-09-30 12:30:00+03:00,10.42,25.028,3.619
2021-09-30 12:40:00+03:00,5.93,21.403,1.172
2021-09-30 12:50:00+03:00,8.45,21.202,2.38
2021-09-30 13:00:00+03:00,16.63,23.76,9.219
2021-09-30 13:10:00+03:00,12.79,24.269,5.453
2021-09-30 13:20:00+03:00,10.89,23.447,3.953
2021-09-30 13:30:00+03:00,6.46,21.333,1.391
2021-09-30 13:40:00+03:00,7.18,20.993,1.718
2021-09-30 13:50:00+03:00,9.37,22.662,2.927
2021-09-30 14:00:00+03:00,9.6,22.992,3.072
2021-09-30 14:10:00+03:00,8.79,23.053,2.575
2021-09-30 14:20:00+03:00,8.55,22.963,2.437
2021-09-30 14:30:00+03:00,8.94,23.797,2.664
2021-09-30 14:40:00+03:00,8.18,23.364,2.23
2021-09-30 14:50:00+03:00,8.14,22.714,2.209
2021-09-30 15:00:00+03:00,10.45,23.612,3.64
2021-09-30 15:10:00+03:00,14.96,26.663,7.46
2021-09-30 15:20:00+03:00,11.53,25.44,4.431
2021-09-30 15:30:00+03:00,13.37,27.171,5.959
2021-09-30 15:40:00+03:00,15.01,28.522,7.51
2021-09-30 15:50:00+03:00,11.29,27.664,4.249
2021-09-30 16:00:00+03:00,8.71,25.281,2.529
2021-09-30 16:10:00+03:00,10.73,24.293,3.838
2021-09-30 16:20:00+03:00,8.59,26.454,2.46
2021-09-30 16:30:00+03:00,6.19,24.223,1.277
2021-09-30 16:40:00+03:00,6.05,23.282,1.22
2021-09-30 16:50:00+03:00,5.55,22.592,1.027
2021-09-30 17:00:00+03:00,5.22,22.526,0.908
2021-09-30 17:10:00+03:00,5.37,22.194,0.961
2021-09-30 17:20:00+03:00,5.72,22.814,1.091
2021-09-30 17:30:00+03:00,5.27,23.457,0.926
2021-09-30 17:40:00+03:00,4.76,22.561,0.755
2021-09-30 17:50:00+03:00,3.96,21.55,0.523
2021-09-30 18:00:00+03:00,3.06,20.426,0.312
2021-09-30 18:10:00+03:00,2.42,19.517,0.195
2021-09-30 18:20:00+03:00,1.61,18.364,0.086
2021-09-30 18:30:00+03:00,1.27,16.997,0.054
2021-09-30 18:40:00+03:00,0.95,15.884,0.03
2021-09-30 18:50:00+03:00,0.64,15.226,0.014
2021-09-30 19:00:00+03:00,0.37,14.711,0.005
2021-09-30 19:10:00+03:00,0.15,13.691,0.001
2021-09-30 19:20:00+03:00,0.03,13.514,0.0
2021-09-30 19:30:00+03:00,0.0,13.091,0.0
2021-09-30 19:40:00+03:00,0.0,12.964,0.0
2021-09-30 19:50:00+03:00,0.0,12.929,0.0
2021-09-30 20:00:00+03:00,0.0,12.746,0.0
2021-09-30 20:10:00+03:00,0.0,12.742,0.0
2021-09-30 20:20:00+03:00,0.0,12.966,0.0
2021-09-30 20:30:00+03:00,0.0,12.794,0.0
2021-09-30 20:40:00+03:00,0.0,12.636,0.0
2021-09-30 20:50:00+03:00,0.0,12.773,0.0
2021-09-30 21:00:00+03:00,0.0,12.641,0.0
2021-09-30 21:10:00+03:00,0.0,12.619,0.0
2021-09-30 21:20:00+03:00,0.0,12.873,0.0
2021-09-30 21:30:00+03:00,0.0,13.839,0.0
2021-09-30 21:40:00+03:00,0.0,13.999,0.0
2021-09-30 21:50:00+03:00,0.0,14.099,0.0
2021-09-30 22:00:00+03:00,0.0,14.057,0.0
2021-09-30 22:10:00+03:00,0.0,13.973,0.0
2021-09-30 22:20:00+03:00,0.0,14.387,0.0
2021-09-30 22:30:00+03:00,0.0,15.12,0.0
2021-09-30 22:40:00+03:00,0.0,15.116,0.0
2021-09-30 22:50:00+03:00,0.0,14.787,0.0
2021-09-30 23:00:00+03:00,0.0,14.473,0.0
2021-09-30 23:10:00+03:00,0.0,14.207,0.0
2021-09-30 23:20:00+03:00,0.0,14.161,0.0
2021-09-30 23:30:00+03:00,0.0,14.233,0.0
2021-09-30 23:40:00+03:00,0.0,14.099,0.0
2021-09-30 23:50:00+03:00,0.0,13.884,0.0
